state,effective_date,company_name,line_of_business,sub_type_of_insurance,overall_indicated_change,overall_rate_impact,written_premium_change,policyholders_affected,written_premium_for_program,maximum_percent_change,minimum_percent_change,rate_activity,serff_tracking_number,disposition_status,filing_date,source_pdf
OR,08/18/2025,Liberty Mutual Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,125,336683,0.000%,0.000%,rate_change,LBPM-134578347,Filed,2025-06-24,output/pdfs/OR/134578347/filing_summary.pdf
OR,08/18/2025,Liberty Mutual Personal Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,17836,54179090,0.000%,0.000%,rate_change,LBPM-134578347,Filed,2025-06-24,output/pdfs/OR/134578347/filing_summary.pdf
OR,12/25/2025,Liberty Mutual Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),4.600%,1.000%,928,37,92829,18.000%,-25.000%,rate_change,LBPM-134773946,Filed,2025-12-18,output/pdfs/OR/134773946/filing_summary.pdf
OR,12/25/2025,Liberty Mutual Personal Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),4.600%,1.000%,485664,18960,48566349,47.000%,-81.000%,rate_change,LBPM-134773946,Filed,2025-12-18,output/pdfs/OR/134773946/filing_summary.pdf
OR,02/28/2025,Artisan and Truckers Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),7.400%,5.700%,11725846,154310,205505042,136.300%,-28.200%,rate_change,PRGS-134398058,Filed,2025-02-27,output/pdfs/OR/134398058/filing_summary.pdf
OR,02/28/2025,Progressive Universal Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),2.600%,1.300%,3157780,260080,237272763,35.400%,-28.900%,rate_change,PRGS-134398058,Filed,2025-02-27,output/pdfs/OR/134398058/filing_summary.pdf
OR,09/19/2025,Artisan and Truckers Casualty Company,19.0 Personal Auto,19.0002 Motorcycle,3.900%,4.100%,271254,5487,6615950,23.800%,-11.100%,rate_change,PRGS-134578217,Filed,2025-08-11,output/pdfs/OR/134578217/filing_summary.pdf
OR,09/19/2025,Progressive Universal Insurance Company,19.0 Personal Auto,19.0002 Motorcycle,3.900%,3.700%,372679,9055,10072399,24.300%,-7.700%,rate_change,PRGS-134578217,Filed,2025-08-11,output/pdfs/OR/134578217/filing_summary.pdf
OR,10/17/2025,Artisan and Truckers Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-0.700%,-0.200%,-422660,159623,215211751,55.300%,-38.500%,rate_change,PRGS-134641954,Filed,2025-10-16,output/pdfs/OR/134641954/filing_summary.pdf
OR,10/17/2025,Progressive Universal Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.400%,-0.100%,-320086,275869,251667134,65.600%,-38.800%,rate_change,PRGS-134641954,Filed,2025-10-16,output/pdfs/OR/134641954/filing_summary.pdf
OR,01/16/2026,Artisan and Truckers Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-3.700%,-2.200%,-4689412,155154,214285533,3.600%,-8.100%,rate_change,PRGS-134771017,Filed,2026-01-15,output/pdfs/OR/134771017/filing_summary.pdf
OR,01/16/2026,Progressive Universal Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-3.600%,-2.000%,-5321685,283800,261466362,3.500%,-12.500%,rate_change,PRGS-134771017,Filed,2026-01-15,output/pdfs/OR/134771017/filing_summary.pdf
OR,06/21/2025,Safeco Insurance Company of Oregon,19.0 Personal Auto,19.0002 Motorcycle,12.300%,12.300%,411333,7299,3354748,30.400%,0.000%,rate_change,LBPM-134491645,Filed,,output/pdfs/OR/134491645/filing_summary.pdf
OR,08/31/2025,Safeco Insurance Company of Oregon,19.0 Personal Auto,19.0000 Personal Auto Combinations,-8.500%,-2.000%,-3496174,64985,177643962,17.200%,-15.100%,rate_change,LBPM-134586842,Filed,,output/pdfs/OR/134586842/filing_summary.pdf
OR,07/20/2025,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,-8.500%,-4.000%,-1100365,12059,27813955,118.500%,-62.800%,rate_change,LBPM-134586929,Filed,,output/pdfs/OR/134586929/filing_summary.pdf
OR,01/19/2026,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,20837,44213576,0.000%,0.000%,rate_change,LBPM-134733690,Filed,,output/pdfs/OR/134733690/filing_summary.pdf
OR,12/18/2025,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,-5.100%,-3.000%,-1300823,19230,43394746,9.500%,-17.900%,rate_change,LBPM-134745304,Filed,,output/pdfs/OR/134745304/filing_summary.pdf
OR,12/11/2025,Safeco Insurance Company of Illinois,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,0.000%,-0.900%,-1053929,63473,113367175,0.000%,-14.400%,rate_change,LBPM-134759261,Filed,2025-12-03,output/pdfs/OR/134759261/filing_summary.pdf
OR,03/15/2026,Safeco Insurance Company of Illinois,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,3.500%,2.410%,2403141,58588,99631185,3.320%,0.210%,rate_change,LBPM-134826073,Filed,2026-02-05,output/pdfs/OR/134826073/filing_summary.pdf
OR,04/15/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,31655,56568405,25.000%,-24.600%,rate_change,SFMA-134294129,Filed,2025-01-29,output/pdfs/OR/134294129/filing_summary.pdf
OR,04/15/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,875163,863774489,60.300%,-37.600%,rate_change,SFMA-134294129,Filed,2025-01-29,output/pdfs/OR/134294129/filing_summary.pdf
OR,04/15/2025,State Farm Fire and Casualty Company,04.0 Homeowners,04.0002 Mobile Homeowners,33.000%,32.300%,3828378,15835,11854928,59.600%,-19.300%,rate_change,SFMA-134421427,Filed,2025-02-24,output/pdfs/OR/134421427/filing_summary.pdf
OR,06/01/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,0.000%,,36387,63743659,,,rate_change,SFMA-134491344,Filed,2025-04-16,output/pdfs/OR/134491344/filing_summary.pdf
OR,06/01/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,0.000%,,962297,891631927,,,rate_change,SFMA-134491344,Filed,2025-04-16,output/pdfs/OR/134491344/filing_summary.pdf
OR,10/06/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-3.600%,-2048236,33690,56980415,,,rate_change,SFMA-134619497,Filed,2025-08-08,output/pdfs/OR/134619497/filing_summary.pdf
OR,10/06/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-4.200%,-38201187,985050,919545597,,,rate_change,SFMA-134619497,Filed,2025-08-08,output/pdfs/OR/134619497/filing_summary.pdf
OR,12/15/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-3.600%,-1839005,31896,50889068,7.700%,-6.800%,rate_change,SFMA-134700697,Filed,2025-10-09,output/pdfs/OR/134700697/filing_summary.pdf
OR,12/15/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-3.600%,-32649804,1007104,908221048,0.500%,-10.100%,rate_change,SFMA-134700697,Filed,2025-10-09,output/pdfs/OR/134700697/filing_summary.pdf
UT,01/01/2025,Allstate Fire and Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,105270,339699416,0.000%,0.000%,rate_change,ALSE-134221060,FILED FOR USE,2024-08-21,output/pdfs/UT/134221060/filing_summary.pdf
UT,01/01/2025,Allstate Indemnity Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,2364,8038216,0.000%,0.000%,rate_change,ALSE-134221152,FILED FOR USE,2024-08-21,output/pdfs/UT/134221152/filing_summary.pdf
UT,01/01/2025,Allstate Indemnity Company,19.0 Personal Auto,19.0002 Motorcycle,0.000%,0.000%,0,182,41581,0.000%,0.000%,rate_change,ALSE-134221244,FILED FOR USE,2024-08-22,output/pdfs/UT/134221244/filing_summary.pdf
UT,01/01/2025,Allstate Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,3629,11195039,0.000%,0.000%,rate_change,ALSE-134221581,FILED FOR USE,2024-08-21,output/pdfs/UT/134221581/filing_summary.pdf
UT,01/01/2025,Allstate Property and Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,1083,3213723,0.000%,0.000%,rate_change,ALSE-134221668,FILED FOR USE,2024-08-22,output/pdfs/UT/134221668/filing_summary.pdf
UT,01/01/2025,Allstate Property and Casualty Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,1227,814411,0.000%,-0.300%,rate_change,ALSE-134222219,FILED FOR USE,2024-08-22,output/pdfs/UT/134222219/filing_summary.pdf
UT,01/01/2025,Allstate Property and Casualty Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,23949,7090928,0.000%,-0.900%,rate_change,ALSE-134223835,FILED FOR USE,2024-08-23,output/pdfs/UT/134223835/filing_summary.pdf
UT,01/13/2025,Allstate Indemnity Company,04.0 Homeowners,04.0001 Condominium Homeowners,2.600%,2.600%,111890,8373,4300425,12.300%,0.000%,rate_change,ALSE-134353096,FILED FOR USE,2024-12-16,output/pdfs/UT/134353096/filing_summary.pdf
UT,02/27/2025,Allstate North American Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,-10.000%,-1444531,11400,14445306,-3.800%,-14.500%,rate_change,ALSE-134412807,FILED FOR USE,2025-02-10,output/pdfs/UT/134412807/filing_summary.pdf
UT,04/07/2025,Allstate Indemnity Company,04.0 Homeowners,04.0003 Owner Occupied Homeowners,6.700%,6.700%,366053,3857,5463480,8.000%,4.200%,rate_change,ALSE-134468969,FILED FOR USE,2025-03-24,output/pdfs/UT/134468969/filing_summary.pdf
UT,04/21/2025,Allstate North American Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,11400,12996416,15.400%,-0.900%,rate_change,ALSE-134485149,FILED FOR USE,2025-04-04,output/pdfs/UT/134485149/filing_summary.pdf
UT,05/05/2025,Allstate Fire and Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,264560456,0.000%,0.000%,rate_change,ALSE-134494538,FILED FOR USE,2025-04-12,output/pdfs/UT/134494538/filing_summary.pdf
UT,06/16/2025,Allstate Fire and Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),1.400%,1.400%,4555296,86301,325378305,3.000%,0.000%,rate_change,ALSE-134507608,FILED FOR USE,2025-04-24,output/pdfs/UT/134507608/filing_summary.pdf
UT,05/12/2025,Allstate Fire and Casualty Insurance Company,19.0 Personal Auto,19.0004 Other,18.600%,18.600%,492869,9260,2651506,40.100%,0.000%,rate_change,ALSE-134520039,FILED FOR USE,2025-05-05,output/pdfs/UT/134520039/filing_summary.pdf
UT,06/10/2025,Allstate North American Insurance Company,04.0 Homeowners,04.0003 Owner Occupied Homeowners,0.000%,0.000%,0,85,124015,6.100%,-9.600%,rate_change,ALSE-134553327,FILED FOR USE,2025-06-02,output/pdfs/UT/134553327/filing_summary.pdf
UT,08/19/2025,Allstate North American Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,-0.300%,-130667,17653,43555674,4.300%,-2.000%,rate_change,ALSE-134600254,FILED FOR USE,2025-07-09,output/pdfs/UT/134600254/filing_summary.pdf
UT,07/21/2025,Allstate Vehicle and Property Insurance Company,04.0 Homeowners,04.0003 Owner Occupied Homeowners,10.700%,10.700%,8021887,49469,74970908,18.700%,5.300%,rate_change,ALSE-134604458,FILED FOR USE,2025-07-15,output/pdfs/UT/134604458/filing_summary.pdf
UT,09/15/2025,Allstate Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,10281117,0.000%,0.000%,rate_change,ALSE-134652121,FILED FOR USE,2025-08-26,output/pdfs/UT/134652121/filing_summary.pdf
UT,09/15/2025,Allstate Property and Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,2945067,0.000%,0.000%,rate_change,ALSE-134652121,FILED FOR USE,2025-08-26,output/pdfs/UT/134652121/filing_summary.pdf
UT,09/15/2025,Allstate Indemnity Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,5404589,0.000%,0.000%,rate_change,ALSE-134652121,FILED FOR USE,2025-08-26,output/pdfs/UT/134652121/filing_summary.pdf
UT,12/01/2025,Allstate Property and Casualty Insurance Company,19.0 Personal Auto,19.0002 Motorcycle,9.900%,9.900%,330809,7642,3341510,63.600%,-20.300%,rate_change,ALSE-134740715,FILED FOR USE,2025-11-14,output/pdfs/UT/134740715/filing_summary.pdf
UT,02/12/2026,Allstate North American Insurance Company,04.0 Homeowners,04.0004 Tenant Homeowners,0.000%,0.000%,0,12890,1320271,3.000%,-1.300%,rate_change,ALSE-134752872,FILED FOR USE,2025-11-25,output/pdfs/UT/134752872/filing_summary.pdf
UT,01/19/2026,Allstate Indemnity Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),5.600%,5.600%,265332,1374,4738080,9.400%,0.000%,rate_change,ALSE-134771605,FILED FOR USE,2025-12-15,output/pdfs/UT/134771605/filing_summary.pdf
UT,01/26/2026,Allstate Indemnity Company,04.0 Homeowners,04.0001 Condominium Homeowners,11.200%,11.200%,504118,8580,4498444,38.700%,2.300%,rate_change,ALSE-134808921,FILED FOR USE,2026-01-21,output/pdfs/UT/134808921/filing_summary.pdf
UT,01/01/2025,GEICO Indemnity Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,2892898,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,GEICO Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,139556665,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,GEICO General Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,19216181,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,Government Employees Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,6473462,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,GEICO Choice Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,5770311,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,GEICO Secure Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),0.000%,0.000%,0,0,84507689,0.000%,0.000%,rate_change,GECC-134263694,FILED FOR USE,2024-10-01,output/pdfs/UT/134263694/filing_summary.pdf
UT,01/01/2025,GEICO Indemnity Company,19.0 Personal Auto,19.0002 Motorcycle,0.000%,0.000%,0,0,5923350,0.000%,0.000%,rate_change,GECC-134264301,FILED FOR USE,2024-10-01,output/pdfs/UT/134264301/filing_summary.pdf
UT,03/10/2025,GEICO Indemnity Company,19.0 Personal Auto,19.0002 Motorcycle,0.200%,0.000%,0,13481,5778763,538.800%,-71.000%,rate_change,GECC-134389837,FILED FOR USE,2025-01-27,output/pdfs/UT/134389837/filing_summary.pdf
UT,03/10/2025,GEICO Indemnity Company,19.0 Personal Auto,19.0002 Motorcycle,0.200%,0.000%,0,13481,5778763,538.800%,-71.000%,rate_change,GECC-134419173,FILED FOR USE,2025-02-14,output/pdfs/UT/134419173/filing_summary.pdf
UT,06/19/2025,GEICO Indemnity Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-8.700%,0.000%,0,924,2839855,4.900%,-4.400%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,06/19/2025,GEICO Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-12.600%,0.000%,0,41257,117600987,15.800%,-14.800%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,06/19/2025,GEICO General Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-8.700%,0.000%,0,6801,18068540,13.300%,-5.000%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,06/19/2025,Government Employees Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-8.700%,0.000%,0,2316,6079130,13.300%,-5.000%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,06/19/2025,GEICO Choice Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-2.600%,0.000%,0,6098,13155062,20.700%,-14.600%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,06/19/2025,GEICO Secure Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-2.600%,0.000%,0,43122,97949596,20.700%,-14.600%,rate_change,GECC-134547737,FILED FOR USE,2025-06-11,output/pdfs/UT/134547737/filing_summary.pdf
UT,03/17/2026,GEICO Indemnity Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,53,39520,13.700%,-20.200%,rate_change_disapproved,GECC-134721778,REJECTED,2026-02-05,output/pdfs/UT/134721778/filing_summary.pdf
UT,03/17/2026,GEICO Casualty Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,2633,1204116,21.900%,-26.100%,rate_change_disapproved,GECC-134721778,REJECTED,2026-02-05,output/pdfs/UT/134721778/filing_summary.pdf
UT,03/17/2026,GEICO General Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,500,233327,20.500%,-21.000%,rate_change_disapproved,GECC-134721778,REJECTED,2026-02-05,output/pdfs/UT/134721778/filing_summary.pdf
UT,03/17/2026,Government Employees Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,236,111472,16.000%,-22.300%,rate_change_disapproved,GECC-134721778,REJECTED,2026-02-05,output/pdfs/UT/134721778/filing_summary.pdf
UT,03/17/2026,GEICO Secure Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,1416,835845,11.100%,-18.100%,rate_change_disapproved,GECC-134721778,REJECTED,2026-02-05,output/pdfs/UT/134721778/filing_summary.pdf
UT,01/01/2025,Liberty Insurance Corporation,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,5,25473,0.000%,0.000%,rate_change,LBPM-134385701,FILED FOR USE,2025-01-30,output/pdfs/UT/134385701/filing_summary.pdf
UT,01/01/2025,Liberty Mutual Fire Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,672,2834447,0.000%,0.000%,rate_change,LBPM-134385701,FILED FOR USE,2025-01-30,output/pdfs/UT/134385701/filing_summary.pdf
UT,01/01/2025,Liberty Mutual Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,13794,35859126,0.000%,0.000%,rate_change,LBPM-134385701,FILED FOR USE,2025-01-30,output/pdfs/UT/134385701/filing_summary.pdf
UT,01/01/2025,The First Liberty Insurance Corporation,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,7,29232,0.000%,0.000%,rate_change,LBPM-134385701,FILED FOR USE,2025-01-30,output/pdfs/UT/134385701/filing_summary.pdf
UT,07/10/2025,Liberty Mutual Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.400%,4.600%,881,8,19326,13.400%,-11.400%,rate_change,LBPM-134597407,FILED FOR USE,2025-07-09,output/pdfs/UT/134597407/filing_summary.pdf
UT,07/10/2025,Liberty Mutual Personal Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.400%,0.000%,-319,14257,39036258,21.800%,-79.800%,rate_change,LBPM-134597407,FILED FOR USE,2025-07-09,output/pdfs/UT/134597407/filing_summary.pdf
UT,11/17/2025,Liberty Mutual Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.400%,0.000%,0,8,19326,0.000%,0.000%,rate_change,LBPM-134677038,FILED FOR USE,2025-09-22,output/pdfs/UT/134677038/filing_summary.pdf
UT,11/17/2025,Liberty Mutual Personal Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,14257,39036258,0.000%,0.000%,rate_change,LBPM-134677038,FILED FOR USE,2025-09-22,output/pdfs/UT/134677038/filing_summary.pdf
UT,11/17/2025,American Economy Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,2204,5376990,0.000%,0.000%,rate_change,LBPM-134677038,FILED FOR USE,2025-09-22,output/pdfs/UT/134677038/filing_summary.pdf
UT,01/01/2025,Progressive Casualty Insurance Company,19.0 Personal Auto,19.0002 Motorcycle,0.000%,0.000%,0,0,0,0.000%,0.000%,rate_change_disapproved,PRGS-134200135,REJECTED,2024-08-16,output/pdfs/UT/134200135/filing_summary.pdf
UT,01/01/2025,Progressive Casualty Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,0,0,0.000%,0.000%,rate_change_disapproved,PRGS-134200159,REJECTED,2024-08-16,output/pdfs/UT/134200159/filing_summary.pdf
UT,01/01/2025,Progressive Casualty Insurance Company,19.0 Personal Auto,19.0003 Recreational Vehicle (RV),0.000%,0.000%,0,0,0,0.000%,0.000%,rate_change,PRGS-134225668,FILED FOR USE,2024-09-13,output/pdfs/UT/134225668/filing_summary.pdf
UT,01/01/2025,Progressive Casualty Insurance Company,19.0 Personal Auto,19.0002 Motorcycle,0.000%,0.000%,0,0,0,0.000%,0.000%,rate_change,PRGS-134225724,FILED FOR USE,2024-09-13,output/pdfs/UT/134225724/filing_summary.pdf
UT,01/01/2025,Progressive Advanced Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-2.427%,-1.403%,-1557879,119266,111039134,0.000%,-2.355%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,01/01/2025,Progressive Casualty Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-0.049%,-1.870%,-993,50,53076,-0.794%,-1.961%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,01/01/2025,Progressive Classic Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-0.049%,-1.870%,-598820,18828,32022437,0.000%,-2.655%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,01/01/2025,Progressive Direct Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-2.427%,-1.403%,-673618,41137,48012704,0.000%,-2.062%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,01/01/2025,Progressive Northern Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-0.049%,-1.870%,-4714,188,252084,-1.103%,-2.262%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,01/01/2025,Progressive Preferred Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),-0.049%,-1.870%,-2314125,79562,123749982,0.000%,-2.778%,rate_change,PRGS-134347002,FILED FOR USE,2024-12-27,output/pdfs/UT/134347002/filing_summary.pdf
UT,02/12/2025,Safeco Insurance Company of America,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,-2.600%,-5.200%,-671838,6235,13008016,35.100%,-15.000%,rate_change,LBPM-134320459,FILED FOR USE,2024-11-20,output/pdfs/UT/134320459/filing_summary.pdf
UT,01/01/2025,American Economy Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,4748,8970986,0.000%,0.000%,rate_change,LBPM-134386267,FILED FOR USE,2025-01-30,output/pdfs/UT/134386267/filing_summary.pdf
UT,01/01/2025,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,0,50202,62444827,0.000%,0.000%,rate_change,LBPM-134386267,FILED FOR USE,2025-01-30,output/pdfs/UT/134386267/filing_summary.pdf
UT,07/08/2025,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,0.000%,0.000%,-15732,16348,52382609,4.100%,-22.500%,rate_change,LBPM-134525495,FILED FOR USE,2025-05-09,output/pdfs/UT/134525495/filing_summary.pdf
UT,10/27/2025,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0002 Motorcycle,9.700%,9.700%,476474,8739,4890603,21.500%,0.000%,rate_change,LBPM-134654157,FILED FOR USE,2025-09-03,output/pdfs/UT/134654157/filing_summary.pdf
UT,02/28/2026,Safeco Insurance Company of America,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,12.500%,5.000%,509073,4440,10181049,20.000%,-15.000%,rate_change,LBPM-134773745,FILED FOR USE,2025-12-16,output/pdfs/UT/134773745/filing_summary.pdf
UT,03/10/2026,Safeco Insurance Company of Illinois,19.0 Personal Auto,19.0000 Personal Auto Combinations,9.200%,3.000%,1132356,11639,37495165,6.000%,0.000%,rate_change,LBPM-134829691,FILED FOR USE,2026-02-06,output/pdfs/UT/134829691/filing_summary.pdf
UT,04/15/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),,0.000%,0,14016,23356061,,,rate_change,SFMA-134294156,FILED FOR USE,2025-01-28,output/pdfs/UT/134294156/filing_summary.pdf
UT,04/15/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0001 Private Passenger Auto (PPA),,0.000%,0,462911,418122907,,,rate_change,SFMA-134294156,FILED FOR USE,2025-01-28,output/pdfs/UT/134294156/filing_summary.pdf
UT,01/01/2025,State Farm Fire and Casualty Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-4.300%,-1256900,15971,29076065,,,rate_change,SFMA-134298166,FILED FOR USE,2024-11-01,output/pdfs/UT/134298166/filing_summary.pdf
UT,01/01/2025,State Farm Mutual Automobile Insurance Company,19.0 Personal Auto,19.0000 Personal Auto Combinations,,-1.700%,-9190766,548179,528271050,,,rate_change,SFMA-134298166,FILED FOR USE,2024-11-01,output/pdfs/UT/134298166/filing_summary.pdf
UT,03/15/2025,State Farm Fire and Casualty Company,04.0 Homeowners,04.0000 Homeowners Sub-TOI Combinations,,7.900%,13949437,206774,176292357,,,rate_change,SFMA-134384912,FILED FOR USE,2025-01-21,output/pdfs/UT/134384912/filing_summary.pdf
