date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result
2025-07-12,777145,Detroit Tigers,Seattle Mariners,Comerica Park,46.08,66.56,20.5,54.5,0.0,8.7,22,7,15,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-12,777134,Minnesota Twins,Pittsburgh Pirates,Target Field,39.56,41.35,1.8,59.0,0.0,9.4,16,12,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777133,St. Louis Cardinals,Atlanta Braves,Busch Stadium,47.69,35.21,12.5,59.7,0.0,9.4,13,6,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-12,777127,San Francisco Giants,Los Angeles Dodgers,Oracle Park,27.66,35.56,7.9,60.1,0.0,9.8,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777141,Baltimore Orioles,Miami Marlins,Oriole Park at Camden Yards,52.37,32.54,19.8,60.0,0.0,9.4,6,0,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-12,777140,Cincinnati Reds,Colorado Rockies,Great American Ball Park,65.23,37.64,27.6,61.4,0.0,9.3,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-12,777136,Kansas City Royals,New York Mets,Kauffman Stadium,28.6,52.81,24.2,61.1,0.0,9.5,4,1,3,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-12,777144,Boston Red Sox,Tampa Bay Rays,Fenway Park,54.13,47.46,6.7,55.3,0.0,8.9,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777138,Chicago White Sox,Cleveland Guardians,Rate Field,38.65,49.31,10.7,58.5,0.0,9.3,8,2,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777135,Milwaukee Brewers,Washington Nationals,American Family Field,46.37,46.99,0.6,58.4,0.0,9.2,11,6,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777137,Houston Astros,Texas Rangers,Daikin Park,58.72,84.9,26.2,40.9,-8.0,7.7,9,5,4,True,AWAY,AWAY,0.6623,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-12,777126,San Diego Padres,Philadelphia Phillies,Petco Park,45.64,35.58,10.1,59.8,0.0,9.5,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-12,777131,Los Angeles Angels,Arizona Diamondbacks,Angel Stadium,39.44,60.29,20.9,57.1,0.0,9.1,15,10,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-12,777132,Athletics,Toronto Blue Jays,Sutter Health Park,30.56,54.87,24.3,60.3,0.0,9.4,7,4,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-13,777130,Boston Red Sox,Tampa Bay Rays,Fenway Park,58.08,33.77,24.3,59.1,0.0,9.3,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-13,777129,Baltimore Orioles,Miami Marlins,Oriole Park at Camden Yards,51.68,38.53,13.1,58.3,0.0,9.3,12,1,11,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-13,777122,New York Yankees,Chicago Cubs,Yankee Stadium,27.54,61.94,34.4,60.5,0.0,9.4,5,1,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-13,777128,Cincinnati Reds,Colorado Rockies,Great American Ball Park,55.89,37.56,18.3,59.1,0.0,9.2,6,4,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-13,777121,Detroit Tigers,Seattle Mariners,Comerica Park,63.28,60.5,2.8,35.5,-15.0,7.9,12,4,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-13,777124,Kansas City Royals,New York Mets,Kauffman Stadium,34.14,50.81,16.7,59.7,0.0,9.4,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-13,777125,Houston Astros,Texas Rangers,Daikin Park,61.58,77.78,16.2,33.7,-15.0,7.6,6,1,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-13,777113,Minnesota Twins,Pittsburgh Pirates,Target Field,56.45,32.75,23.7,59.5,0.0,9.3,3,1,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-13,777120,Chicago White Sox,Cleveland Guardians,Rate Field,52.59,35.31,17.3,59.1,0.0,9.3,11,5,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-13,777123,Milwaukee Brewers,Washington Nationals,American Family Field,55.82,45.38,10.4,57.8,0.0,9.0,9,8,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-13,777118,St. Louis Cardinals,Atlanta Braves,Busch Stadium,58.7,47.47,11.2,54.9,0.0,8.9,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-13,777119,San Francisco Giants,Los Angeles Dodgers,Oracle Park,43.38,40.42,3.0,55.5,0.0,9.3,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-13,777116,Athletics,Toronto Blue Jays,Sutter Health Park,71.45,45.7,25.8,54.1,0.0,8.7,9,6,3,True,HOME,HOME,0.6286,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-13,777115,Los Angeles Angels,Arizona Diamondbacks,Angel Stadium,31.34,49.74,18.4,60.6,0.0,9.5,6,1,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-13,777117,San Diego Padres,Philadelphia Phillies,Petco Park,45.12,53.84,8.7,56.1,0.0,9.0,3,1,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-15,778566,National League All-Stars,American League All-Stars,Truist Park,36.88,44.96,8.1,62.6,0.0,9.6,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777101,Chicago Cubs,Boston Red Sox,Wrigley Field,56.83,42.8,14.0,56.5,0.0,9.0,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-18,777107,Pittsburgh Pirates,Chicago White Sox,PNC Park,49.32,42.13,7.2,57.4,0.0,9.2,11,1,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777112,Washington Nationals,San Diego Padres,Nationals Park,30.96,64.75,33.8,59.2,0.0,9.2,9,2,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-18,777106,Philadelphia Phillies,Los Angeles Angels,Citizens Bank Park,36.72,21.98,14.7,64.7,0.0,10.1,11,5,6,False,HOME,HOME,0.5357,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-18,777108,Toronto Blue Jays,San Francisco Giants,Rogers Centre,48.36,50.61,2.2,55.4,0.0,9.0,4,4,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777111,New York Mets,Cincinnati Reds,Citi Field,48.23,28.43,19.8,61.6,0.0,9.6,12,4,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-18,777105,Cleveland Guardians,Athletics,Progressive Field,45.63,46.48,0.8,58.3,0.0,9.2,14,8,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777109,Miami Marlins,Kansas City Royals,loanDepot park,55.81,55.47,0.3,44.8,-8.0,8.4,15,8,7,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777114,Atlanta Braves,New York Yankees,Truist Park,49.85,63.86,14.0,53.7,0.0,8.7,10,7,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-18,777110,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,51.72,37.65,14.1,58.5,0.0,9.3,12,11,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-18,777098,Texas Rangers,Detroit Tigers,Globe Life Field,56.22,37.33,18.9,61.4,0.0,9.4,2,2,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-18,777102,Colorado Rockies,Minnesota Twins,Coors Field,49.86,43.75,6.1,60.1,0.0,9.3,10,6,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777100,Arizona Diamondbacks,St. Louis Cardinals,Chase Field,48.91,18.95,30.0,67.6,0.0,10.1,10,7,3,True,HOME,HOME,0.5515,NO BET,,OVER,WIN,NO BET,PUSH
2025-07-18,777099,Seattle Mariners,Houston Astros,T-Mobile Park,51.56,51.63,0.1,54.4,0.0,8.9,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-18,777103,Los Angeles Dodgers,Milwaukee Brewers,Dodger Stadium,63.3,35.8,27.5,57.9,0.0,9.1,2,0,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-19,777094,Toronto Blue Jays,San Francisco Giants,Rogers Centre,43.51,69.34,25.8,55.0,0.0,8.8,9,6,3,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-19,777092,New York Mets,Cincinnati Reds,Citi Field,61.37,30.79,30.6,59.6,0.0,9.3,7,2,5,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-19,777093,Miami Marlins,Kansas City Royals,loanDepot park,60.3,47.76,12.5,54.6,0.0,8.8,4,3,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-19,777089,Philadelphia Phillies,Los Angeles Angels,Citizens Bank Park,47.57,45.27,2.3,56.7,0.0,9.1,14,9,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777090,Pittsburgh Pirates,Chicago White Sox,PNC Park,63.61,61.24,2.4,35.3,-15.0,7.8,14,4,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777091,Washington Nationals,San Diego Padres,Nationals Park,31.28,39.05,7.8,61.7,0.0,9.7,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777095,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,56.74,38.26,18.5,57.8,0.0,9.2,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-19,777088,Texas Rangers,Detroit Tigers,Globe Life Field,30.2,38.46,8.3,65.3,0.0,10.0,5,4,1,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-07-19,777104,Cleveland Guardians,Athletics,Progressive Field,45.68,43.85,1.8,57.3,0.0,9.2,10,2,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777096,Chicago Cubs,Boston Red Sox,Wrigley Field,39.63,22.34,17.3,64.3,0.0,10.0,6,6,0,True,HOME,HOME,0.5338,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-19,777081,Arizona Diamondbacks,St. Louis Cardinals,Chase Field,71.88,51.6,20.3,55.5,0.0,8.7,11,10,1,True,HOME,HOME,0.6297,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-19,777097,Atlanta Braves,New York Yankees,Truist Park,59.12,50.8,8.3,53.8,0.0,8.7,21,9,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777080,Colorado Rockies,Minnesota Twins,Coors Field,39.18,48.07,8.9,61.6,0.0,9.5,16,10,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-19,777085,Los Angeles Dodgers,Milwaukee Brewers,Dodger Stadium,50.33,32.8,17.5,60.1,0.0,9.5,15,7,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-19,777086,Seattle Mariners,Houston Astros,T-Mobile Park,49.97,40.2,9.8,57.9,0.0,9.2,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777079,Toronto Blue Jays,San Francisco Giants,Rogers Centre,35.49,25.28,10.2,63.9,0.0,10.0,14,8,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777076,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,52.22,46.03,6.2,56.0,0.0,9.0,8,3,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777077,Washington Nationals,San Diego Padres,Nationals Park,31.31,53.35,22.0,60.3,0.0,9.5,9,1,8,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-20,777078,Philadelphia Phillies,Los Angeles Angels,Citizens Bank Park,42.34,42.54,0.2,58.0,0.0,9.3,10,2,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777074,Pittsburgh Pirates,Chicago White Sox,PNC Park,52.83,35.99,16.8,58.9,0.0,9.3,9,2,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-20,777083,Atlanta Braves,New York Yankees,Truist Park,45.04,57.97,12.9,58.9,0.0,9.1,6,2,4,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-20,777087,New York Mets,Cincinnati Reds,Citi Field,33.28,29.12,4.2,66.1,0.0,10.1,5,3,2,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-07-20,777084,Cleveland Guardians,Athletics,Progressive Field,35.15,62.09,26.9,58.2,0.0,9.2,10,8,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-20,777082,Miami Marlins,Kansas City Royals,loanDepot park,50.23,42.97,7.3,60.3,0.0,9.4,11,4,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777075,Chicago Cubs,Boston Red Sox,Wrigley Field,43.21,49.87,6.7,57.0,0.0,9.2,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777072,Colorado Rockies,Minnesota Twins,Coors Field,27.5,54.2,26.7,64.5,0.0,9.8,8,1,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-20,777067,Seattle Mariners,Houston Astros,T-Mobile Park,69.21,45.37,23.8,54.5,0.0,8.7,14,3,11,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-20,777071,Arizona Diamondbacks,St. Louis Cardinals,Chase Field,41.38,37.91,3.5,62.7,0.0,9.7,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777070,Los Angeles Dodgers,Milwaukee Brewers,Dodger Stadium,57.88,47.63,10.2,54.9,0.0,8.9,11,5,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-20,777073,Texas Rangers,Detroit Tigers,Globe Life Field,32.43,49.29,16.9,63.5,0.0,9.7,3,1,2,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-21,777068,Cleveland Guardians,Baltimore Orioles,Progressive Field,47.88,34.93,13.0,59.7,0.0,9.4,15,10,5,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-21,777060,Pittsburgh Pirates,Detroit Tigers,PNC Park,67.66,70.1,2.4,32.7,-15.0,7.5,3,3,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-21,777062,Miami Marlins,San Diego Padres,loanDepot park,25.09,53.25,28.2,65.3,0.0,9.8,3,1,2,False,NO BET,,,AWAY,AWAY,OVER,NO BET,WIN,LOSS
2025-07-21,777064,Washington Nationals,Cincinnati Reds,Nationals Park,44.31,70.84,26.5,54.6,0.0,8.7,18,10,8,True,AWAY,AWAY,0.6271,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-21,777063,Philadelphia Phillies,Boston Red Sox,Citizens Bank Park,46.18,45.47,0.7,56.7,0.0,9.2,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-21,777066,Toronto Blue Jays,New York Yankees,Rogers Centre,51.29,50.69,0.6,54.7,0.0,8.9,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-21,777061,New York Mets,Los Angeles Angels,Citi Field,36.32,28.33,8.0,62.9,0.0,9.9,12,7,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-21,777069,Atlanta Braves,San Francisco Giants,Truist Park,44.12,61.86,17.7,58.8,0.0,9.1,14,9,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-21,777059,Tampa Bay Rays,Chicago White Sox,George M. Steinbrenner Field,48.41,32.12,16.3,60.5,0.0,9.5,11,3,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-21,777065,Chicago Cubs,Kansas City Royals,Wrigley Field,55.81,46.05,9.8,55.6,0.0,8.9,16,4,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-21,777057,Texas Rangers,Athletics,Globe Life Field,31.14,9.68,21.5,72.2,0.0,10.7,9,7,2,True,HOME,HOME,0.5997,NO BET,,OVER,WIN,NO BET,LOSS
2025-07-21,777053,Colorado Rockies,St. Louis Cardinals,Coors Field,44.17,62.24,18.1,58.7,0.0,9.1,8,2,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-21,777055,Arizona Diamondbacks,Houston Astros,Chase Field,62.33,27.21,35.1,63.8,0.0,9.6,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-21,777050,Seattle Mariners,Milwaukee Brewers,T-Mobile Park,65.07,40.2,24.9,56.4,0.0,9.0,6,0,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-21,777051,Los Angeles Dodgers,Minnesota Twins,Dodger Stadium,29.2,35.8,6.6,62.7,0.0,9.9,7,5,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777056,Cleveland Guardians,Baltimore Orioles,Progressive Field,54.68,31.74,22.9,60.0,0.0,9.4,9,6,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777044,Pittsburgh Pirates,Detroit Tigers,PNC Park,54.92,67.72,12.8,51.8,0.0,8.4,13,8,5,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-22,777052,Miami Marlins,San Diego Padres,loanDepot park,43.94,49.23,5.3,56.9,0.0,9.1,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777042,Washington Nationals,Cincinnati Reds,Nationals Park,37.74,40.62,2.9,59.6,0.0,9.5,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777045,Philadelphia Phillies,Boston Red Sox,Citizens Bank Park,68.73,32.64,36.1,58.3,0.0,9.1,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777048,Tampa Bay Rays,Chicago White Sox,George M. Steinbrenner Field,57.69,39.9,17.8,57.3,0.0,9.1,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777046,Toronto Blue Jays,New York Yankees,Rogers Centre,45.65,41.98,3.7,57.8,0.0,9.3,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777054,New York Mets,Los Angeles Angels,Citi Field,45.83,26.66,19.2,62.4,0.0,9.7,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777058,Atlanta Braves,San Francisco Giants,Truist Park,36.63,52.18,15.5,62.0,0.0,9.5,9,0,9,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-22,777047,Chicago Cubs,Kansas City Royals,Wrigley Field,49.76,44.76,5.0,56.6,0.0,9.1,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777043,Texas Rangers,Athletics,Globe Life Field,57.67,38.18,19.5,61.0,0.0,9.4,8,6,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777049,Colorado Rockies,St. Louis Cardinals,Coors Field,42.69,48.26,5.6,60.6,0.0,9.4,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777040,Arizona Diamondbacks,Houston Astros,Chase Field,51.71,41.91,9.8,60.5,0.0,9.4,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-22,777035,Seattle Mariners,Milwaukee Brewers,T-Mobile Park,52.44,37.09,15.3,58.6,0.0,9.3,1,1,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-22,777039,Los Angeles Dodgers,Minnesota Twins,Dodger Stadium,33.8,45.19,11.4,60.3,0.0,9.5,17,7,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777026,Washington Nationals,Cincinnati Reds,Nationals Park,41.24,36.66,4.6,59.9,0.0,9.5,5,0,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777037,Miami Marlins,San Diego Padres,loanDepot park,31.94,48.84,16.9,60.5,0.0,9.5,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-23,777041,Atlanta Braves,San Francisco Giants,Truist Park,35.95,60.88,24.9,58.1,0.0,9.2,12,3,9,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-23,777029,Pittsburgh Pirates,Detroit Tigers,PNC Park,41.87,38.85,3.0,62.4,0.0,9.6,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777034,New York Mets,Los Angeles Angels,Citi Field,39.88,24.33,15.6,63.7,0.0,9.9,9,6,3,True,HOME,HOME,0.5235,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-23,777031,Chicago Cubs,Kansas City Royals,Wrigley Field,54.19,38.86,15.3,61.1,0.0,9.4,12,4,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-23,777028,Colorado Rockies,St. Louis Cardinals,Coors Field,41.85,55.89,14.0,56.9,0.0,9.1,6,6,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-23,777032,Arizona Diamondbacks,Houston Astros,Chase Field,64.52,29.0,35.5,63.0,0.0,9.5,7,3,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-23,777024,Seattle Mariners,Milwaukee Brewers,T-Mobile Park,42.69,47.51,4.8,57.4,0.0,9.2,12,2,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777022,Los Angeles Dodgers,Minnesota Twins,Dodger Stadium,38.77,47.62,8.8,58.6,0.0,9.3,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777036,Cleveland Guardians,Baltimore Orioles,Progressive Field,39.61,36.49,3.1,60.1,0.0,9.6,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777027,Toronto Blue Jays,New York Yankees,Rogers Centre,45.98,43.85,2.1,57.2,0.0,9.2,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777038,Philadelphia Phillies,Boston Red Sox,Citizens Bank Park,44.98,29.84,15.1,61.6,0.0,9.7,17,8,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-23,777030,Tampa Bay Rays,Chicago White Sox,George M. Steinbrenner Field,52.18,50.28,1.9,54.7,0.0,8.9,20,9,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-23,777033,Texas Rangers,Athletics,Globe Life Field,34.87,29.89,5.0,65.7,0.0,10.0,3,2,1,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-07-24,777019,Cleveland Guardians,Baltimore Orioles,Progressive Field,65.59,38.49,27.1,56.9,0.0,9.0,7,3,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-24,777021,Detroit Tigers,Toronto Blue Jays,Comerica Park,47.08,47.28,0.2,59.3,0.0,9.3,15,4,11,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-24,777023,St. Louis Cardinals,San Diego Padres,Busch Stadium,43.11,39.69,3.4,62.0,0.0,9.6,16,9,7,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-24,777025,Houston Astros,Athletics,Daikin Park,42.7,62.38,19.7,56.0,0.0,8.9,7,2,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-24,777018,Los Angeles Angels,Seattle Mariners,Angel Stadium,39.14,40.37,1.2,59.2,0.0,9.5,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777008,Milwaukee Brewers,Miami Marlins,American Family Field,45.39,43.61,1.8,62.6,0.0,9.5,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777014,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park,24.4,37.03,12.6,67.2,0.0,10.2,1,0,1,False,AWAY,AWAY,0.5231,NO BET,,OVER,WIN,NO BET,LOSS
2025-07-25,777020,Baltimore Orioles,Colorado Rockies,Oriole Park at Camden Yards,51.38,44.18,7.2,59.8,0.0,9.3,11,5,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777015,New York Yankees,Philadelphia Phillies,Yankee Stadium,38.6,29.0,9.6,65.6,0.0,10.0,17,5,12,False,NO BET,,,NO BET,,OVER,NO BET,NO BET,WIN
2025-07-25,777012,Boston Red Sox,Los Angeles Dodgers,Fenway Park,30.95,40.91,10.0,64.8,0.0,9.9,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777013,Cincinnati Reds,Tampa Bay Rays,Great American Ball Park,53.77,44.7,9.1,60.4,0.0,9.3,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777016,Detroit Tigers,Toronto Blue Jays,Comerica Park,39.61,54.36,14.8,57.7,0.0,9.2,8,2,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-25,777005,St. Louis Cardinals,San Diego Padres,Busch Stadium,40.73,65.52,24.8,59.4,0.0,9.1,3,3,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-25,777017,Chicago White Sox,Chicago Cubs,Rate Field,39.39,44.48,5.1,61.9,0.0,9.6,17,12,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
