date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result,home_zone,home_pitch,home_walk,home_hand,away_zone,away_pitch,away_walk,away_hand,park_factor,park_weather_adj,home_bp_mod,away_bp_mod,home_bullpen_score,away_bullpen_score,home_moneyline,away_moneyline,ml_signal,ml_model_prob,ml_line_prob,ml_value_edge,ml_bet_ml,ml_profit,diff_gap,diff_model_prob,diff_line_prob,diff_value_edge,diff_bet_ml,diff_profit
2025-06-15,777497,Chicago Cubs,Pittsburgh Pirates,Wrigley Field,62.63,34.84,27.8,57.2,0.0,9.0,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,14.59,27.74,11.64,10.0,2.7,11.01,13.26,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,27.8,57.0,57.4,-0.4,,
2025-06-15,777493,Texas Rangers,Chicago White Sox,Globe Life Field,46.09,41.97,4.1,56.5,0.0,9.1,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.35,25.16,4.53,7.5,12.97,12.02,7.05,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,140.0,NO BET,,,,,,4.1,,,,,
2025-06-15,777491,Arizona Diamondbacks,San Diego Padres,Chase Field,33.73,52.14,18.4,61.8,0.0,9.5,10,2,8,False,NO BET,,,AWAY,,NO BET,NO BET,WIN,NO BET,7.57,13.83,3.93,12.5,20.54,9.64,14.93,4.5,1.0,-2.0,0.0,0.0,55.0,55.0,-137.0,114.0,NO BET,,,,,,18.4,54.6,44.7,9.9,114.0,114.0
2025-06-15,777495,Seattle Mariners,Cleveland Guardians,T-Mobile Park,50.59,37.6,13.0,58.2,0.0,9.3,6,6,0,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,17.3,11.95,11.55,4.5,7.57,15.05,9.7,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,13.0,53.2,52.2,1.1,,
2025-06-15,777498,Los Angeles Dodgers,San Francisco Giants,Dodger Stadium,33.83,31.09,2.7,64.8,0.0,9.9,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,15.19,7.41,12.5,11.35,5.53,6.68,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-189.0,154.0,NO BET,,,,,,2.7,,,,,
2025-06-16,777483,Miami Marlins,Philadelphia Phillies,loanDepot park,33.17,54.65,21.5,58.0,0.0,9.2,7,2,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET,3.24,14.39,7.09,10.0,20.0,20.78,6.51,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-105.0,-115.0,NO BET,,,,,,21.5,55.4,51.1,4.3,-115.0,86.96
2025-06-16,777488,Washington Nationals,Colorado Rockies,Nationals Park,56.65,33.27,23.4,56.9,0.0,9.0,10,4,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,13.51,24.62,8.46,12.5,7.03,16.97,3.06,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,NO BET,,,,,,23.4,55.9,60.9,-5.1,,
2025-06-16,777487,New York Yankees,Los Angeles Angels,Yankee Stadium,29.97,29.36,0.6,61.4,0.0,9.7,1,0,1,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,11.78,7.89,12.5,0.54,13.1,9.81,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-189.0,154.0,NO BET,,,,,,0.6,,,,,
2025-06-16,777484,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,43.79,47.67,3.9,56.7,0.0,9.1,8,7,1,True,NO BET,,,NO BET,AWAY,NO BET,NO BET,NO BET,NO BET,15.68,11.56,7.98,4.5,0.0,30.0,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,3.9,,,,,
2025-06-16,777486,Seattle Mariners,Boston Red Sox,T-Mobile Park,56.16,44.48,11.7,55.1,0.0,8.9,2,0,2,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,20.34,15.0,10.0,14.05,18.6,6.81,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,NO BET,,,,,,11.7,,,,,
2025-06-16,777485,Athletics,Houston Astros,Sutter Health Park,59.2,49.73,9.5,52.6,0.0,8.6,4,3,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,23.24,15.11,6.57,12.5,11.89,24.41,8.37,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,9.5,,,,,
2025-06-16,777490,Los Angeles Dodgers,San Diego Padres,Dodger Stadium,43.12,38.41,4.7,62.2,0.0,9.6,9,6,3,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,7.57,23.45,7.09,10.0,14.59,4.11,10.15,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-182.0,150.0,NO BET,,,,,,4.7,,,,,
2025-06-17,777481,Miami Marlins,Philadelphia Phillies,loanDepot park,43.57,56.0,12.4,55.3,0.0,8.9,11,8,3,True,NO BET,,,AWAY,,NO BET,NO BET,NO VALUE,NO BET,11.35,14.77,7.24,10.0,22.16,25.68,5.54,4.5,1.0,0.0,0.0,0.0,55.0,55.0,145.0,-175.0,NO BET,,,,,,12.4,53.1,60.9,-7.8,,
2025-06-17,777475,Detroit Tigers,Pittsburgh Pirates,Comerica Park,77.31,44.0,33.3,53.6,0.0,8.6,10,7,3,True,HOME,HOME,0.6375,NO BET,,NO BET,NO VALUE,NO BET,NO BET,33.51,17.81,10.68,10.0,11.89,15.16,9.2,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,HOME,64.3,63.9,0.5,,,33.3,,,,,
2025-06-17,777480,Washington Nationals,Colorado Rockies,Nationals Park,53.2,49.2,4.0,53.9,0.0,8.8,16,6,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.16,22.35,0.0,10.0,24.32,22.37,0.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,NO BET,,,,,,4.0,,,,,
2025-06-17,777476,New York Yankees,Los Angeles Angels,Yankee Stadium,37.98,40.1,2.1,58.5,0.0,9.4,4,0,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,16.35,6.34,12.5,10.81,8.78,10.86,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-250.0,200.0,NO BET,,,,,,2.1,,,,,
2025-06-17,777479,Toronto Blue Jays,Arizona Diamondbacks,Rogers Centre,37.57,65.42,27.9,57.8,0.0,9.1,9,5,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,13.51,6.26,8.23,4.5,23.24,19.62,12.55,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,27.9,57.0,47.8,9.1,100.0,-100
2025-06-17,777478,Cincinnati Reds,Minnesota Twins,Great American Ball Park,47.51,30.05,17.5,60.7,0.0,9.5,11,6,5,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,19.46,11.79,5.72,7.5,0.0,16.61,8.96,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,17.5,54.4,53.1,1.2,,
2025-06-17,777489,Atlanta Braves,New York Mets,Truist Park,38.51,38.87,0.4,58.9,0.0,9.4,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.08,16.54,13.47,7.5,15.14,11.81,5.26,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,120.0,NO BET,,,,,,0.4,,,,,
2025-06-17,777477,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,46.85,42.12,4.7,55.7,0.0,9.0,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.95,19.85,15.0,4.5,3.78,30.0,9.86,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,4.7,,,,,
2025-06-17,777467,Chicago White Sox,St. Louis Cardinals,Rate Field,31.56,63.8,32.2,58.1,0.0,9.1,14,2,12,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,4.86,9.49,7.09,10.0,17.84,30.0,13.38,4.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,32.2,58.1,55.3,2.8,,
2025-06-17,777468,Texas Rangers,Kansas City Royals,Globe Life Field,46.04,39.87,6.2,61.5,0.0,9.4,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.3,23.43,0.0,10.0,5.95,18.7,11.21,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,6.2,,,,,
2025-06-17,777482,Chicago Cubs,Milwaukee Brewers,Wrigley Field,48.45,39.73,8.7,60.0,0.0,9.3,8,5,3,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,7.57,26.35,9.62,10.0,9.19,15.19,10.0,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-161.0,135.0,NO BET,,,,,,8.7,,,,,
2025-06-17,777473,Seattle Mariners,Boston Red Sox,T-Mobile Park,52.5,48.05,4.5,53.6,0.0,8.7,8,8,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,20.75,15.0,10.0,11.89,25.53,7.71,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-169.0,140.0,NO BET,,,,,,4.5,,,,,
2025-06-17,777472,San Francisco Giants,Cleveland Guardians,Oracle Park,57.76,66.13,8.4,40.1,-8.0,8.1,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,27.57,14.29,2.39,10.0,23.24,15.27,14.86,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,8.4,,,,,
2025-06-17,777469,Athletics,Houston Astros,Sutter Health Park,53.69,47.31,6.4,44.8,-8.0,8.4,16,3,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,20.54,15.5,4.6,12.5,10.27,27.37,4.99,12.5,1.0,0.0,0.0,0.0,55.0,55.0,104.0,-125.0,NO BET,,,,,,6.4,,,,,
2025-06-17,777471,Los Angeles Dodgers,San Diego Padres,Dodger Stadium,40.12,30.52,9.6,64.8,0.0,9.9,14,8,6,True,NO BET,,,NO BET,HOME,NO BET,NO BET,NO BET,NO BET,10.81,15.88,4.66,12.5,5.41,2.67,13.63,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-222.0,179.0,NO BET,,,,,,9.6,,,,,
2025-06-18,777453,Seattle Mariners,Boston Red Sox,T-Mobile Park,34.78,42.93,8.1,60.4,0.0,9.5,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,15.49,9.29,10.0,6.49,14.97,15.0,7.5,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,NO BET,,,,,,8.1,,,,,
2025-06-18,777465,Miami Marlins,Philadelphia Phillies,loanDepot park,35.47,71.3,35.8,56.1,0.0,8.9,6,2,4,False,AWAY,AWAY,0.6301,NO BET,,NO BET,NO VALUE,NO BET,NO BET,6.49,12.95,6.6,10.0,29.73,30.0,7.8,4.5,1.0,0.0,0.0,0.0,55.0,55.0,150.0,-182.0,AWAY,62.8,61.7,1.1,,,35.8,,,,,
2025-06-18,777461,Washington Nationals,Colorado Rockies,Nationals Park,43.55,40.73,2.8,56.3,0.0,9.1,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,23.54,6.57,12.5,15.68,25.26,0.0,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-154.0,129.0,NO BET,,,,,,2.8,,,,,
2025-06-18,777466,New York Yankees,Los Angeles Angels,Yankee Stadium,43.17,38.62,4.6,57.8,0.0,9.3,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,16.31,11.54,4.5,0.0,17.67,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,220.0,NO BET,,,,,,4.6,,,,,
2025-06-18,777462,Toronto Blue Jays,Arizona Diamondbacks,Rogers Centre,33.99,56.79,22.8,58.0,0.0,9.2,9,8,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,5.41,10.22,8.05,10.0,19.46,20.17,7.76,12.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,NO BET,,,,,,22.8,55.7,50.0,5.7,-110.0,-100
2025-06-18,777470,Atlanta Braves,New York Mets,Truist Park,41.39,62.99,21.6,55.6,0.0,8.9,5,5,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,4.32,10.32,14.89,10.0,18.92,26.48,10.84,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,NO BET,,,,,,21.6,55.4,36.1,19.3,165.0,-100
2025-06-18,777463,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,41.19,45.28,4.1,56.7,0.0,9.1,20,12,8,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,10.27,13.69,7.03,10.0,11.35,26.9,5.25,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-120.0,100.0,NO BET,,,,,,4.1,,,,,
2025-06-18,777460,Texas Rangers,Kansas City Royals,Globe Life Field,55.4,41.02,14.4,59.1,0.0,9.2,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET,21.62,15.21,6.65,12.5,2.16,25.05,15.0,4.5,1.0,-2.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,14.4,53.6,44.7,8.9,114.0,-100
2025-06-18,777454,San Francisco Giants,Cleveland Guardians,Oracle Park,39.23,27.25,12.0,58.4,0.0,9.6,6,2,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,5.41,15.06,11.86,4.5,0.0,12.65,8.61,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-149.0,125.0,NO BET,,,,,,12.0,,,,,
2025-06-18,777456,Athletics,Houston Astros,Sutter Health Park,43.73,58.44,14.7,55.1,0.0,8.8,15,4,11,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,14.05,10.27,6.04,12.5,21.62,30.0,5.49,4.5,1.0,0.0,0.0,0.0,55.0,55.0,150.0,-182.0,NO BET,,,,,,14.7,53.7,61.7,-8.1,,
2025-06-18,777457,Los Angeles Dodgers,San Diego Padres,Dodger Stadium,39.41,43.62,4.2,58.3,0.0,9.3,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,22.01,6.56,10.0,18.92,4.03,9.86,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,NO BET,,,,,,4.2,,,,,
2025-06-19,777452,Cincinnati Reds,Minnesota Twins,Great American Ball Park,48.67,42.13,6.5,59.3,0.0,9.3,17,5,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,13.51,5.02,15.0,10.0,2.7,18.23,15.0,10.0,1.01,0.0,0.0,0.0,55.0,55.0,-118.0,-102.0,NO BET,,,,,,6.5,,,,,
2025-06-19,777445,Washington Nationals,Colorado Rockies,Nationals Park,49.24,25.04,24.2,60.1,0.0,9.4,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,12.97,21.28,6.38,10.0,0.0,23.21,3.96,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-175.0,145.0,NO BET,,,,,,24.2,56.0,60.9,-4.9,,
2025-06-19,777449,New York Yankees,Los Angeles Angels,Yankee Stadium,44.76,38.49,6.3,58.5,0.0,9.3,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,8.65,13.29,10.33,12.5,10.27,8.35,10.36,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-286.0,225.0,NO BET,,,,,,6.3,,,,,
2025-06-19,777451,Detroit Tigers,Pittsburgh Pirates,Comerica Park,43.89,43.42,0.5,57.7,0.0,9.2,11,9,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,1.62,23.05,15.0,4.5,11.35,18.38,7.4,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,0.5,,,,,
2025-06-19,777464,Detroit Tigers,Pittsburgh Pirates,Comerica Park,67.21,59.1,8.1,44.5,-8.0,8.2,12,4,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.16,15.54,15.0,10.0,20.0,18.05,12.92,7.5,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,8.1,,,,,
2025-06-19,777447,Chicago White Sox,St. Louis Cardinals,Rate Field,41.75,55.11,13.4,54.6,0.0,8.8,9,4,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,7.03,22.69,5.39,10.0,8.65,27.65,13.87,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,13.4,53.3,55.3,-2.0,,
2025-06-19,777458,Chicago White Sox,St. Louis Cardinals,Rate Field,36.15,66.87,30.7,55.4,0.0,8.8,14,6,8,False,AWAY,AWAY,0.6267,AWAY,,NO BET,NO BET,NO VALUE,NO BET,1.08,18.66,9.06,10.0,15.68,30.0,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,114.0,-137.0,NO BET,,,,,,30.7,57.7,55.3,2.4,,
2025-06-19,777450,Chicago Cubs,Milwaukee Brewers,Wrigley Field,61.56,40.33,21.2,55.6,0.0,8.9,15,7,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,15.14,19.56,15.0,10.0,9.19,16.68,8.03,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,21.2,55.3,53.1,2.2,,
2025-06-19,777443,Texas Rangers,Kansas City Royals,Globe Life Field,44.8,37.53,7.3,61.1,0.0,9.5,5,1,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,17.3,13.31,4.88,10.0,7.03,17.58,8.97,10.0,1.0,-2.0,0.0,0.0,55.0,55.0,-125.0,104.0,NO BET,,,,,,7.3,,,,,
2025-06-19,777448,Toronto Blue Jays,Arizona Diamondbacks,Rogers Centre,43.29,49.68,6.4,58.6,0.0,9.2,14,5,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,10.01,10.57,7.5,14.05,15.5,11.4,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,140.0,NO BET,,,,,,6.4,,,,,
2025-06-19,777440,San Francisco Giants,Cleveland Guardians,Oracle Park,39.53,42.54,3.0,56.8,0.0,9.3,3,2,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.54,18.18,15.0,4.5,16.22,9.75,6.49,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-182.0,150.0,NO BET,,,,,,3.0,,,,,
2025-06-19,777444,Miami Marlins,Philadelphia Phillies,loanDepot park,65.39,73.13,7.7,33.2,-15.0,7.6,3,1,2,False,NO BET,,,NO BET,,NO BET,WIN,NO BET,NO BET,35.14,17.29,0.0,10.0,31.35,25.02,10.56,4.5,1.0,0.0,0.0,0.0,55.0,55.0,120.0,-141.0,AWAY,63.3,56.3,7.0,-141.0,70.92,7.7,,,,,
2025-06-19,777455,Atlanta Braves,New York Mets,Truist Park,31.95,55.65,23.7,58.9,0.0,9.3,8,7,1,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET,3.24,8.64,9.46,10.0,20.54,20.67,6.84,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-137.0,114.0,NO BET,,,,,,23.7,55.9,44.7,11.2,114.0,-100
2025-06-19,777446,Tampa Bay Rays,Baltimore Orioles,George M. Steinbrenner Field,50.16,38.44,11.7,56.3,0.0,9.1,5,1,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,16.22,5.08,14.66,7.5,0.54,29.71,7.36,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,NO BET,,,,,,11.7,,,,,
2025-06-19,777441,Athletics,Houston Astros,Sutter Health Park,24.27,49.1,24.8,60.8,0.0,9.5,10,6,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,NO VALUE,NO BET,5.41,15.88,0.0,4.5,10.27,25.88,7.27,12.5,1.0,0.0,0.0,0.0,55.0,55.0,125.0,-149.0,NO BET,,,,,,24.8,56.2,57.4,-1.2,,
2025-06-19,777442,Los Angeles Dodgers,San Diego Padres,Dodger Stadium,39.9,42.49,2.6,58.6,0.0,9.4,8,3,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,4.32,18.48,8.99,10.0,17.3,1.94,10.43,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-278.0,220.0,NO BET,,,,,,2.6,,,,,
2025-06-20,777436,Chicago Cubs,Seattle Mariners,Wrigley Field,35.26,45.6,10.3,58.1,0.0,9.3,13,4,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,3.24,18.76,7.53,7.5,4.32,19.96,15.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-143.0,120.0,NO BET,,,,,,10.3,,,,,
2025-06-20,777432,Pittsburgh Pirates,Texas Rangers,PNC Park,52.2,64.85,12.6,42.4,-8.0,8.1,8,2,6,False,NO BET,,,AWAY,,NO BET,NO BET,NO VALUE,NO BET,16.76,30.0,0.0,10.0,18.38,20.46,15.0,12.5,1.0,0.0,0.0,0.0,55.0,55.0,154.0,-189.0,NO BET,,,,,,12.6,53.2,62.4,-9.3,,
2025-06-20,777431,Tampa Bay Rays,Detroit Tigers,George M. Steinbrenner Field,35.54,92.43,56.9,53.3,0.0,8.4,22,14,8,True,AWAY,AWAY,0.6726,NO BET,,NO BET,LOSS,NO BET,NO BET,2.7,22.01,5.07,10.0,40.0,30.0,14.55,4.5,1.0,0.0,0.0,0.0,55.0,55.0,-110.0,-110.0,AWAY,68.1,50.0,18.1,-110.0,-100,56.9,,,,,
2025-06-20,777438,New York Yankees,Baltimore Orioles,Yankee Stadium,38.13,46.84,8.7,57.1,0.0,9.2,8,3,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.03,22.78,3.8,7.5,14.05,10.14,12.26,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-333.0,260.0,NO BET,,,,,,8.7,,,,,
2025-06-20,777435,Toronto Blue Jays,Chicago White Sox,Rogers Centre,51.62,47.77,3.8,55.3,0.0,8.8,8,1,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,28.07,9.55,10.0,14.05,20.3,7.11,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,NO BET,,,,,,3.8,,,,,
2025-06-20,777439,Miami Marlins,Atlanta Braves,loanDepot park,46.4,58.62,12.2,53.8,0.0,8.7,8,6,2,True,NO BET,,,AWAY,,NO BET,NO BET,NO VALUE,NO BET,2.7,20.21,14.69,10.0,22.16,20.86,7.51,10.0,1.0,0.0,0.0,0.0,55.0,55.0,135.0,-161.0,NO BET,,,,,,12.2,53.0,59.2,-6.1,,
2025-06-20,777433,St. Louis Cardinals,Cincinnati Reds,Busch Stadium,48.35,43.94,4.4,55.5,0.0,9.0,7,6,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,15.14,14.61,7.44,10.0,9.73,20.2,8.32,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-141.0,120.0,NO BET,,,,,,4.4,,,,,
2025-06-20,777437,Philadelphia Phillies,New York Mets,Citizens Bank Park,45.67,33.95,11.7,59.1,0.0,9.4,12,10,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,7.57,16.34,12.96,7.5,6.49,13.12,7.67,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-200.0,165.0,NO BET,,,,,,11.7,,,,,
2025-06-20,777434,Minnesota Twins,Milwaukee Brewers,Target Field,85.55,38.29,47.3,54.8,0.0,8.6,23,6,17,False,HOME,HOME,0.6596,NO BET,,NO BET,LOSS,NO BET,NO BET,32.43,23.4,15.0,10.0,16.76,9.44,3.29,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-154.0,129.0,HOME,66.4,58.1,8.3,-154.0,-100,47.3,,,,,
2025-06-20,777430,Colorado Rockies,Arizona Diamondbacks,Coors Field,40.47,38.09,2.4,62.4,0.0,9.5,22,8,14,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,11.89,12.55,7.13,10.0,7.03,25.17,3.7,12.5,1.0,-2.0,0.0,0.0,55.0,55.0,140.0,-167.0,NO BET,,,,,,2.4,,,,,
2025-06-20,777428,Los Angeles Angels,Houston Astros,Angel Stadium,55.11,47.81,7.3,54.3,0.0,8.8,5,2,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,22.16,13.97,9.25,4.5,12.97,17.11,8.72,12.5,1.0,0.0,0.0,0.0,55.0,55.0,140.0,-169.0,NO BET,,,,,,7.3,,,,,
2025-06-20,777426,San Diego Padres,Kansas City Royals,Petco Park,54.61,27.88,26.7,58.6,0.0,9.2,11,5,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,NO VALUE,NO BET,14.05,14.84,11.99,12.5,4.32,21.71,0.0,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-167.0,140.0,NO BET,,,,,,26.7,56.7,60.0,-3.3,,
2025-06-20,777429,Athletics,Cleveland Guardians,Sutter Health Park,56.11,40.01,16.1,54.8,0.0,8.9,6,5,1,True,NO BET,,,HOME,,NO BET,NO BET,WIN,NO BET,16.22,15.36,12.09,10.0,0.0,25.85,10.04,12.5,1.0,0.0,0.0,0.0,55.0,55.0,100.0,-120.0,NO BET,,,,,,16.1,54.0,47.8,6.2,100.0,100.0
2025-06-20,777427,Los Angeles Dodgers,Washington Nationals,Dodger Stadium,35.18,16.91,18.3,64.9,0.0,10.0,11,6,5,True,HOME,HOME,0.5476,HOME,,NO BET,NO BET,NO VALUE,NO BET,4.86,17.72,3.87,12.5,0.0,6.65,5.55,7.5,1.0,0.0,0.0,0.0,55.0,55.0,-189.0,154.0,NO BET,,,,,,18.3,54.6,62.4,-7.8,,
2025-06-20,777425,San Francisco Giants,Boston Red Sox,Oracle Park,32.51,28.25,4.3,59.7,0.0,9.7,12,5,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET,0.0,21.64,6.48,7.5,0.0,14.08,8.56,10.0,0.97,0.0,0.0,0.0,55.0,55.0,-130.0,110.0,NO BET,,,,,,4.3,,,,,
2025-06-21,777420,Tampa Bay Rays,Detroit Tigers,George M. Steinbrenner Field,42.84,29.66,13.2,59.9,0.0,9.5,11,8,3,True,NO BET,,,HOME,,NO BET,NO BET,NO VALUE,NO BET,12.43,16.06,6.19,7.5,0.0,16.99,8.32,10.0,1.0,0.0,0.0,0.0,55.0,55.0,-139.0,114.0,NO BET,,,,,,13.2,53.3,55.5,-2.1,,
